,Синоптический индекс станции,Год по Гринвичу,Месяц по Гринвичу,День по Гринвичу,Срок по Гринвичу,Год источника (местный),Месяц источника (местный),День источника (местный),Срок источника (местный),Номер срока в сутках по ПДЗВ,Время местное,Номер часового пояса,Начало метеорологических суток по ПДЗВ,Горизонтальная дальность видимости,Пр.нал.знака >,Общее количество облачности,Количество облачности нижнего яруса,Форма облаков верхнего яруса,Форма облаков среднего яруса,Форма облаков вертикального развития,Слоистые и слоисто-кучевые облака,"Слоисто-дожд,разорванно-дождевые облака",Высота нижней границы облачности,Признак способа определения выс. н. г,Признак наличия облачности ниже уровня станции,Погода между сроками,Погода в срок наблюдения,Направление ветра,Средняя скорость ветра,Признак наличия знака >,Максимальная скорость ветра,Признак наличия знака >,Сумма осадков,Температура поверхности почвы,Температура поверхности почвы по минимальному термометру,Мин. температура пов-сти почвы между сроками,Макс. температура пов-сти почвы между сроками,Температура пов-сти почвы по макс. терм-ру п/встр.,Температура воздуха по сухому терм-ру,Темп.воздуха по смоченному терм-ру,Признак нал. льда на батисте,Температура воздуха по мин. терм-ру,Мин.температура воздуха между сроками,Макс. темперура воздуха между сроками,Темпера воздуха по макс. терм-ру после встрях.,Парциальное давление водяного пара,Указатель точности элемента,Относительная влажность воздуха,Дефицит насыщения водяного пара,Указатель точности элемента,Температура точки росы,Атмосферное давление на уровне станции,Атмосферное давление на уровне моря,Характеристика барической тенденции,Величина барической тенденции,date
6391,28537,1983,7,2,15,1983,7,2,18,8,20,4,20,82,1, 6, 2, 1, 0, 1, 0, 0, 900,1,  , 9, 2, 70, 4,0, 6,0,   0.0, 26.0, 26.0, 25.0, 44.0, 26.0, 23.8, 18.9,0, 24.1, 23.6, 26.0, 23.8,17.80,1.0, 60,  11.70,1.0, 15.7, 975.4,1013.7, 4, 0.0,1983-07-02
6392,28537,1983,7,3,15,1983,7,3,18,8,20,4,20,80,0,12, 0, 1, 0, 0, 0, 0,    ,0,  , 2, 2, 70, 4,0, 6,0,   0.0, 21.0, 21.0, 21.0, 44.0, 21.0, 22.4, 18.6,0, 22.4, 22.4, 26.2, 22.4,18.60,1.0, 69,   8.50,1.0, 16.4, 974.5,1013.0, 4, 0.0,1983-07-03
6393,28537,1983,7,4,15,1983,7,4,18,8,20,4,20,75,0, 2, 0, 1, 0, 0, 0, 0,    ,0,  , 0, 2, 90, 3,0, 4,0,   0.0, 32.0, 32.0, 32.0, 48.0, 32.0, 24.0, 19.3,0, 24.0, 24.0, 25.6, 24.0,18.80,1.0, 65,  11.00,1.0, 16.5, 973.0,1011.2, 7, 1.3,1983-07-04
6394,28537,1983,7,5,15,1983,7,5,18,8,20,4,20,69,0,12, 0, 1, 1, 0, 0, 0,    ,0,  , 9, 2,160, 1,0, 1,0,   0.3, 28.0, 28.0, 21.0, 28.0, 28.0, 22.6, 18.8,0, 22.7, 19.5, 23.0, 22.6,18.80,1.0, 69,   8.60,1.0, 16.5, 969.7,1007.9, 8, 1.4,1983-07-05
6395,28537,1983,7,6,15,1983,7,6,18,8,20,4,20,81,0, 8, 2, 0, 1, 2, 0, 0, 500,1,  , 8, 2,  0, 0,0, 0,0,   0.0, 25.0, 25.0, 22.0, 36.0, 25.0, 23.5, 20.7,0, 23.6, 21.6, 24.8, 23.5,22.10,1.0, 76,   6.80,1.0, 19.1, 969.0,1007.0, 8, 0.3,1983-07-06
6396,28537,1983,7,7,15,1983,7,7,18,8,20,4,20,81,0,12, 7, 1, 1, 2, 0, 0, 600,1,  , 9, 2, 70, 3,0, 4,0,   0.5, 17.0, 17.0, 17.0, 48.0, 17.0, 20.7, 18.0,0, 20.8, 20.6, 30.1, 20.7,18.40,1.0, 75,   6.00,1.0, 16.2, 970.6,1009.1, 3, 0.3,1983-07-07
6397,28537,1983,7,8,15,1983,7,8,18,8,20,4,20,66,0, 8, 8, 0, 0, 2, 0, 0, 600,1,  , 9,95,  0, 0,0, 0,0,   0.4, 22.0, 22.0, 21.0, 32.0, 22.0, 21.9, 18.2,0, 21.8, 21.6, 26.7, 22.0,17.90,1.0, 68,   8.40,1.0, 15.8, 971.0,1009.4, 3, 1.9,1983-07-08
6398,28537,1983,7,9,15,1983,7,9,18,8,20,4,20,82,0, 6, 1, 1, 1, 1, 0, 0, 800,1,  , 2, 2, 20, 1,0, 2,0,   0.0, 28.0, 28.0, 28.0, 37.0, 28.0, 23.5, 20.3,0, 23.8, 23.5, 25.0, 23.8,21.20,1.0, 73,   7.70,1.0, 18.4, 975.5,1013.8, 2, 0.2,1983-07-09
6399,28537,1983,7,10,15,1983,7,10,18,8,20,4,20,76,0, 2, 2, 0, 0, 1, 0, 0, 800,1,  , 1, 2,  0, 0,0, 0,0,   0.0, 31.0,     ,     , 46.0, 31.0, 26.0, 19.4,0, 26.2, 26.0, 30.0, 26.1,17.40,1.0, 52,  16.20,1.0, 15.3, 977.1,1015.2, 3, 0.1,1983-07-10
6400,28537,1983,7,11,15,1983,7,11,18,8,20,4,20,66,0, 1, 1, 0, 0, 1, 0, 0,1000,1,  , 0, 2,270, 3,0, 4,0,   0.0, 31.0, 31.0, 25.0, 47.0, 31.0, 25.2, 19.8,0, 25.3, 25.2, 28.6, 25.1,18.70,1.0, 58,  13.30,1.0, 16.4, 977.3,1015.6, 7, 0.4,1983-07-11
6401,28537,1983,7,12,15,1983,7,12,18,8,20,4,20,82,1, 0, 0, 0, 0, 0, 0, 0,    ,0,  , 0, 2,270, 2,0, 3,0,   0.0, 32.0, 32.0, 30.0, 44.0, 32.0, 25.1, 18.6,0, 24.9, 24.9, 27.2, 25.2,16.40,1.0, 51,  15.50,1.0, 14.4, 974.2,1012.3, 7, 1.2,1983-07-12
6402,28537,1983,7,13,15,1983,7,13,18,8,20,4,20,81,0, 8, 0, 1, 1, 0, 0, 0,    ,0,  , 2, 2, 45, 1,0, 2,0,   0.0, 26.0, 26.0, 26.0, 37.0, 26.0, 23.9, 20.0,0, 24.0, 24.0, 25.2, 24.0,20.40,1.0, 69,   9.30,1.0, 17.8, 973.1,1011.4, 7, 0.4,1983-07-13
6403,28537,1983,7,14,15,1983,7,14,18,8,20,4,20,80,0, 8, 6, 1, 1, 2, 0, 0, 600,1,  , 9, 2,135, 2,0, 4,0,   0.0, 33.0, 33.0, 32.0, 38.0, 33.0, 27.1, 21.7,0, 27.3, 23.8, 30.7, 27.2,21.50,1.0, 60,  14.40,1.0, 18.7, 967.7,1005.2, 6, 0.5,1983-07-14
6404,28537,1983,7,15,15,1983,7,15,18,8,20,4,20,75,0, 2, 1, 0, 1, 1, 2, 0, 900,1,  , 0, 2,290, 2,0, 2,0,   0.0, 29.0, 29.0, 28.0, 40.0, 29.0, 24.9, 19.8,0, 25.0, 21.7, 28.1, 25.0,18.90,1.0, 60,  12.60,1.0, 16.6, 966.4,1004.2, 7, 0.3,1983-07-15
6405,28537,1983,7,16,15,1983,7,16,18,8,20,4,20,70,0, 7, 7, 0, 0, 2, 0, 0, 600,1,  , 9,95, 45, 2,0, 4,0,   0.1, 21.0, 21.0, 20.0, 30.0, 21.0, 20.5, 17.6,0, 20.3, 19.8, 25.6, 20.5,17.80,1.0, 74,   6.30,1.0, 15.7, 966.6,1005.1, 8, 0.5,1983-07-16
6406,28537,1983,7,17,15,1983,7,17,18,8,20,4,20,80,0,12, 0, 0, 1, 0, 0, 0,    ,0,  , 9, 2,340, 1,0, 1,0,   0.1, 22.0, 22.0, 21.0, 28.0, 22.0, 19.8, 17.4,0, 20.1, 19.7, 23.0, 20.1,17.90,1.0, 78,   5.20,1.0, 15.8, 965.9,1004.4, 3, 0.1,1983-07-17
6407,28537,1983,7,18,15,1983,7,18,18,8,20,4,20,82,1, 8, 6, 1, 0, 4, 0, 0, 700,1,  , 2, 2,290, 6,0, 8,0,   0.0, 25.0, 25.0, 25.0, 40.0, 25.0, 22.7, 17.4,0, 22.7, 22.7, 25.8, 22.8,15.80,1.0, 57,  11.80,1.0, 13.8, 964.7,1002.8, 3, 0.5,1983-07-18
6408,28537,1983,7,19,15,1983,7,19,18,8,20,4,20,82,0, 2, 2, 0, 0, 1, 0, 0, 800,1,  , 0, 2,290, 2,0, 3,0,   0.0, 24.0, 24.0, 23.0, 38.0, 24.0, 18.0, 11.8,0, 18.0, 18.0, 19.3, 18.1, 9.00,1.0, 44,  11.60,1.0,  5.5, 965.6,1004.5, 4, 0.0,1983-07-19
6409,28537,1983,7,20,15,1983,7,20,18,8,20,4,20,82,1, 6, 4, 0, 1, 2, 0, 0, 400,1,  , 2, 2, 20, 1,0, 1,0,   0.0, 17.0, 17.0, 16.0, 22.0, 17.0, 14.0, 12.3,0, 14.3, 14.0, 15.9, 14.2,12.90,1.0, 81,   3.10,1.0, 10.7, 962.4,1011.6, 7, 0.2,1983-07-20
6410,28537,1983,7,21,15,1983,7,21,18,8,20,4,20,73,0,10,10, 8, 8, 2, 0, 0, 400,1,  , 8,80,250, 3,0, 5,0,   0.8, 15.0, 15.0, 14.0, 17.0, 14.0, 14.2, 13.6,0, 14.4, 14.1, 14.7, 14.4,15.10,1.0, 93,   1.10,1.0, 13.1, 962.8,1001.9, 4, 0.0,1983-07-21
6411,28537,1983,7,22,15,1983,7,22,18,8,20,4,20,82,1,12, 3, 1, 1, 1, 0, 0, 500,1,  , 2, 2,  0, 0,0, 0,0,   0.0, 22.0, 22.0, 22.0, 26.0, 22.0, 20.5, 17.2,0, 20.4, 19.3, 21.1, 20.5,16.90,1.0, 70,   7.20,1.0, 14.9, 966.7,1005.0, 4, 0.0,1983-07-22
6412,28537,1983,7,23,15,1983,7,23,18,8,20,4,20,82,1,12, 5, 0, 1, 4, 0, 0, 800,1,  , 1, 3, 20, 3,0, 4,0,   0.0, 23.0, 23.0, 23.0, 39.0, 23.0, 20.9, 18.2,0, 21.1, 20.8, 26.7, 20.8,18.70,1.0, 76,   6.00,1.0, 16.4, 970.6,1009.1, 2, 0.5,1983-07-23
6413,28537,1983,7,24,15,1983,7,24,18,8,20,4,20,82,1, 4, 1, 1, 0, 1, 0, 0, 800,1,  , 1, 1,  0, 0,0, 0,0,   0.0, 23.0, 23.0, 23.0, 46.0, 23.0, 22.4, 17.5,0, 22.4, 22.2, 26.8, 22.4,16.20,1.0, 60,  10.90,1.0, 14.2, 970.4,1008.8, 7, 0.1,1983-07-24
6414,28537,1983,7,25,15,1983,7,25,18,8,20,4,20,70,0, 6, 4, 1, 0, 4, 0, 0, 800,1,  , 1, 3,  0, 0,0, 0,0,   0.0, 29.0, 29.0, 28.0, 42.0, 29.0, 24.3, 18.9,0, 24.1, 24.0, 28.0, 24.3,17.40,1.0, 57,  13.00,1.0, 15.3, 968.0,1006.0, 4, 0.0,1983-07-25
6415,28537,1983,7,26,15,1983,7,26,18,8,20,4,20,80,0,12, 3, 1, 1, 2, 0, 0, 500,1,  , 8, 2,270, 2,0, 4,0,   0.0, 21.0, 21.0, 18.0, 23.0, 21.0, 19.0, 16.6,0, 19.2, 17.9, 20.0, 19.2,16.90,1.0, 77,   5.10,1.0, 14.9, 968.1,1006.8, 2, 0.3,1983-07-26
6416,28537,1983,7,27,15,1983,7,27,18,8,20,4,20,82,1, 6, 4, 1, 0, 2, 0, 0, 500,1,  , 2, 2,315, 1,0, 2,0,   0.0, 23.0, 23.0, 23.0, 39.0, 23.0, 22.2, 17.8,0, 22.2, 22.2, 24.4, 22.2,17.00,1.0, 63,   9.80,1.0, 15.0, 968.0,1006.3, 7, 0.2,1983-07-27
6417,28537,1983,7,28,15,1983,7,28,18,8,20,4,20,75,0,12, 0, 1, 0, 0, 0, 0,    ,0,  , 2, 2, 45, 3,0, 4,0,   0.0, 27.0, 27.0, 27.0, 41.0, 27.0, 23.5, 18.6,0, 23.5, 23.3, 26.0, 23.5,17.70,1.0, 61,  11.20,1.0, 15.6, 963.4,1001.3, 7, 0.5,1983-07-28
6418,28537,1983,7,29,15,1983,7,29,18,8,20,4,20,73,0, 2, 1, 1, 0, 1, 0, 0, 700,1,  , 0, 2,360, 3,0, 4,0,   0.0, 22.0, 22.0, 22.0, 37.0, 22.0, 19.0, 14.8,0, 19.2, 19.0, 21.7, 19.2,13.60,1.0, 62,   8.40,1.0, 11.5, 964.0,1002.5, 7, 0.1,1983-07-29
6419,28537,1983,7,30,15,1983,7,30,18,8,20,4,20,71,0,12, 0, 1, 1, 0, 0, 0,    ,0,  , 2, 2, 90, 3,0, 4,0,   0.0, 14.0, 14.0, 13.0, 16.0, 14.0, 12.6, 11.3,0, 12.9, 12.0, 13.3, 12.7,12.30,1.0, 84,   2.30,1.0, 10.0, 967.5,1007.1, 2, 1.4,1983-07-30
6420,28537,1983,7,31,15,1983,7,31,18,8,20,4,20,68,0,12, 0, 0, 1, 0, 0, 0,    ,0,  , 2, 2,180, 2,0, 3,0,   0.0, 18.0, 18.0, 18.0, 23.0, 18.0, 16.4, 14.0,0, 16.6, 16.4, 18.3, 16.5,14.00,1.0, 75,   4.60,1.0, 12.0, 974.7,1014.0, 3, 0.4,1983-07-31
6421,28537,1983,8,1,15,1983,8,1,18,8,20,4,20,80,0, 7, 0, 1, 1, 0, 0, 0,    ,0,  , 1, 3,200, 2,0, 3,0,   0.0, 23.0, 23.0, 23.0, 37.0, 23.0, 20.5, 15.9,0, 20.6, 20.6, 24.0, 20.5,14.50,1.0, 60,   9.60,1.0, 12.5, 972.6,1011.3, 7, 1.1,1983-08-01
6422,28537,1983,8,2,15,1983,8,2,18,8,20,4,20,68,0, 2, 2, 0, 0, 2, 0, 0, 500,1,  , 1, 1,340, 1,0, 2,0,   0.0, 18.0, 18.0, 18.0, 24.0, 18.0, 17.7, 15.3,0, 17.8, 17.3, 19.7, 17.7,15.40,1.0, 76,   4.80,1.0, 13.4, 965.0,1003.8, 7, 0.1,1983-08-02
6423,28537,1983,8,3,15,1983,8,3,18,8,20,4,20,82,1, 6, 3, 0, 1, 0, 2, 0, 500,1,  , 8, 2,180, 1,0, 2,0,   0.6, 16.0, 16.0, 16.0, 22.0, 16.0, 14.6, 12.8,0, 14.5, 13.9, 15.6, 14.7,13.30,1.0, 80,   3.30,1.0, 11.2, 965.2,1004.5, 8, 1.0,1983-08-03
6424,28537,1983,8,4,15,1983,8,4,18,8,20,4,20,80,0, 9, 2, 1, 1, 2, 0, 0, 400,1,  , 8, 2, 45, 5,0, 7,0,   0.0, 16.0, 16.0, 16.0, 23.0, 16.0, 16.0, 14.5,0, 16.2, 16.0, 18.3, 16.1,15.30,1.0, 84,   2.90,1.0, 13.3, 969.9,1009.1, 3, 1.9,1983-08-04
6425,28537,1983,8,5,15,1983,8,5,18,8,20,4,20,82,1, 2, 0, 0, 1, 0, 0, 0,    ,0,  , 0, 2, 20, 2,0, 3,0,   0.0, 20.0, 20.0, 20.0, 32.0, 20.0, 19.8, 15.0,0, 19.9, 19.9, 21.7, 19.8,13.40,1.0, 58,   9.70,1.0, 11.3, 974.3,1013.2, 8, 0.2,1983-08-05
6426,28537,1983,8,6,15,1983,8,6,18,8,20,4,20,82,1, 2, 2, 0, 0, 1, 0, 0, 500,1,  , 0, 2,340, 1,0, 2,0,   0.0, 26.0, 26.0, 26.0, 38.0, 26.0, 23.1, 16.7,0, 23.3, 23.2, 25.6, 23.1,14.00,1.0, 49,  14.30,1.0, 12.0, 972.8,1011.1, 7, 0.3,1983-08-06
6427,28537,1983,8,7,15,1983,8,7,18,8,20,4,20,78,0, 2, 2, 0, 0, 1, 0, 0, 900,1,  , 0, 2,225, 3,0, 4,0,   0.0, 23.0, 23.0, 23.0, 34.0, 23.0, 22.5, 17.4,0, 22.5, 22.3, 24.5, 22.5,15.90,1.0, 58,  11.30,1.0, 13.9, 971.0,1009.4, 7, 0.2,1983-08-07
6428,28537,1983,8,8,15,1983,8,8,18,8,20,4,20,81,0, 2, 2, 0, 0, 0, 2, 0, 700,1,  , 0, 2,315, 5,0, 7,0,   0.0, 17.0, 17.0, 16.0, 34.0, 17.0, 15.8, 10.9,0, 15.8, 15.8, 20.1, 15.8, 9.30,1.0, 52,   8.60,1.0,  5.9, 974.6,1014.1, 2, 0.7,1983-08-08
6429,28537,1983,8,9,15,1983,8,9,18,8,20,4,20,81,0, 9, 9, 0, 0, 0, 2, 0, 500,1,  , 2, 2,250, 5,0, 7,0,   0.0, 18.0, 18.0, 17.0, 31.0, 18.0, 16.3, 13.3,0, 16.3, 15.4, 17.9, 16.1,12.80,1.0, 69,   5.70,1.0, 10.6, 976.1,1015.5, 7, 0.7,1983-08-09
6430,28537,1983,8,10,15,1983,8,10,18,8,20,4,20,82,1, 6, 2, 1, 0, 1, 0, 0, 600,1,  , 2, 2,250, 4,0, 6,0,   0.0, 23.0, 23.0, 23.0, 31.0, 23.0, 21.3, 15.8,0, 21.2, 21.1, 24.0, 21.4,13.70,1.0, 54,  11.60,1.0, 11.7, 972.9,1011.5, 7, 1.1,1983-08-10
6431,28537,1983,8,11,15,1983,8,11,18,8,20,4,20,74,0, 2, 0, 1, 0, 0, 0, 0,    ,0,  , 1, 1,250, 3,0, 5,0,   0.0, 23.0, 23.0, 23.0, 37.0, 23.0, 23.0, 16.6,0, 23.0, 23.0, 25.4, 23.0,13.90,1.0, 49,  14.20,1.0, 11.9, 972.9,1011.2, 4, 0.0,1983-08-11
6432,28537,1983,8,12,15,1983,8,12,18,8,20,4,20,82,1,12, 0, 1, 1, 0, 0, 0,    ,0,  , 2, 2,180, 1,0, 2,0,   0.0, 24.0, 24.0, 24.0, 36.0, 24.0, 23.5, 18.0,0, 23.4, 23.2, 26.5, 23.5,16.40,1.0, 57,  12.50,1.0, 14.4, 973.5,1011.9, 7, 0.4,1983-08-12
6433,28537,1983,8,13,15,1983,8,13,18,8,20,4,20,82,1, 4, 1, 1, 1, 1, 0, 0, 900,1,  , 0, 2,180, 3,0, 4,0,   0.0, 25.0, 25.0, 23.0, 40.0, 25.0, 26.2, 17.3,0, 26.0, 25.4, 31.1, 26.1,12.70,1.0, 37,  21.30,1.0, 10.5, 971.4,1009.3, 7, 0.2,1983-08-13
6434,28537,1983,8,14,15,1983,8,14,18,8,20,4,20,82,1, 9, 0, 1, 1, 0, 0, 0,    ,0,  , 2, 2,160, 4,0, 6,0,   0.0, 27.0, 27.0, 27.0, 36.0, 27.0, 26.5, 17.8,0, 26.5, 26.5, 29.8, 26.5,13.50,1.0, 39,  21.10,1.0, 11.4, 968.1,1005.9, 7, 0.3,1983-08-14
6435,28537,1983,8,15,15,1983,8,15,18,8,20,4,20,82,1, 9, 2, 1, 1, 1, 0, 0, 900,1,  , 2, 2,180, 1,0, 2,0,   0.0, 27.0, 27.0, 27.0, 38.0, 27.0, 26.0, 17.6,0, 26.1, 26.1, 30.5, 26.0,13.50,1.0, 40,  20.10,1.0, 11.4, 965.5,1003.2, 6, 0.4,1983-08-15
6436,28537,1983,8,16,15,1983,8,16,18,8,20,4,20,82,1, 3, 0, 1, 0, 0, 0, 0,    ,0,  , 0, 2,270, 3,0, 4,0,   0.0, 14.0, 14.0, 14.0, 22.0, 14.0, 14.0,  9.8,0, 13.9, 13.9, 17.5, 14.1, 8.90,1.0, 56,   7.10,1.0,  5.3, 972.5,1012.2, 2, 1.3,1983-08-16
6437,28537,1983,8,17,15,1983,8,17,18,8,20,4,20,82,1,12, 3, 0, 1, 0, 2, 0, 800,1,  , 2, 2,250, 2,0, 4,0,   0.0, 18.0, 18.0, 18.0, 25.0, 18.0, 17.7, 14.0,0, 17.8, 17.8, 19.3, 17.9,13.00,1.0, 64,   7.20,1.0, 10.9, 974.2,1013.4, 4, 0.0,1983-08-17
6438,28537,1983,8,18,15,1983,8,18,18,8,20,4,20,67,0, 2, 1, 1, 0, 1, 0, 0, 900,1,  , 0, 2,225, 2,0, 3,0,   0.0, 22.0, 22.0, 22.0, 32.0, 22.0, 23.0, 16.5,0, 23.0, 23.0, 25.4, 23.0,13.70,1.0, 49,  14.40,1.0, 11.7, 974.3,1012.7, 7, 0.6,1983-08-18
6439,28537,1983,8,19,15,1983,8,19,18,8,20,4,20,65,0, 9, 6, 1, 1, 2, 0, 0, 500,1,  , 9,17,  0, 0,0, 0,0,   4.0, 19.0, 19.0, 18.0, 36.0, 19.0, 18.2, 16.9,0, 18.4, 17.3, 26.2, 18.5,18.20,1.0, 87,   2.70,1.0, 16.0, 971.5,1010.5, 7, 0.8,1983-08-19
6440,28537,1983,8,20,15,1983,8,20,18,8,20,4,20,82,1,12, 4, 1, 0, 2, 0, 0, 500,1,  , 2, 2, 90, 5,0, 7,0,   0.0, 15.0, 15.0, 15.0, 26.0, 15.0, 14.8, 12.6,0, 14.8, 14.7, 17.0, 14.9,12.80,1.0, 76,   4.00,1.0, 10.6, 973.7,1013.3, 4, 0.0,1983-08-20
6441,28537,1983,8,21,15,1983,8,21,18,8,20,4,20,80,0,12,12, 0, 0, 2, 0, 0, 600,1,  , 2, 2,110, 4,0, 6,0,   0.0, 15.0, 15.0, 15.0, 20.0, 15.0, 13.5, 12.2,0, 13.7, 13.5, 16.0, 13.6,13.20,1.0, 85,   2.30,1.0, 11.1, 967.9,1007.4, 6, 0.3,1983-08-21
6442,28537,1983,8,22,15,1983,8,22,18,8,20,4,20,59,0,10,10, 8, 8, 2, 0, 0, 300,1,  , 8,81, 20, 5,0, 7,0,   4.0, 11.0, 11.0, 11.0, 12.0, 11.0, 10.3, 10.0,0, 10.3, 10.3, 11.3, 10.5,12.00,1.0, 96,   0.50,1.0,  9.7, 959.2, 998.8, 7, 0.7,1983-08-22
6443,28537,1983,8,23,15,1983,8,23,18,8,20,4,20,75,0,10,10, 8, 8, 2, 0, 0, 300,1,  , 8,25,270, 3,0, 5,0,   1.7, 10.0, 10.0, 10.0, 10.0, 10.0,  9.0,  8.4,0,  8.9,  8.9,  9.4,  9.1,10.50,1.0, 91,   1.00,1.0,  7.7, 954.3, 993.9, 2, 0.6,1983-08-23
6444,28537,1983,8,24,15,1983,8,24,18,8,20,4,20,67,0,10,10, 8, 8, 2, 0, 0, 400,1,  , 8,80,315, 3,0, 5,0,   2.3, 10.0, 10.0, 10.0, 11.0, 10.0, 10.0,  9.5,0, 10.0, 10.0, 10.4, 10.1,11.50,1.0, 93,   0.80,1.0,  9.0, 960.6,1000.3, 2, 1.5,1983-08-24
6445,28537,1983,8,25,15,1983,8,25,18,8,20,4,20,81,0, 3, 1, 1, 1, 2, 0, 0, 500,1,  , 1, 1,200, 2,0, 3,0,   0.0, 15.0, 15.0, 15.0, 23.0, 15.0, 16.4, 14.7,0, 16.5, 16.4, 19.6, 16.5,15.30,1.0, 82,   3.30,1.0, 13.3, 962.5,1001.3, 7, 0.4,1983-08-25
6446,28537,1983,8,26,15,1983,8,26,18,8,20,4,20,82,1, 9, 8, 1, 0, 0, 2, 0, 500,1,  , 2, 2,270, 2,0, 3,0,   0.0, 10.0, 10.0, 10.0, 15.0, 10.0,  9.7,  7.0,0,  9.8,  9.8, 13.1,  9.8, 7.80,1.0, 65,   4.20,1.0,  3.4, 965.2,1005.2, 4, 0.0,1983-08-26
6447,28537,1983,8,27,15,1983,8,27,18,8,20,4,20,75,0,10, 0, 8, 2, 0, 0, 0,    ,0,  , 8, 2,  0, 0,0, 0,0,   0.1,  9.0,  9.0,  9.0, 14.0,  9.0,  9.0,  7.2,0,  9.0,  8.9, 11.1,  9.1, 8.70,1.0, 76,   2.80,1.0,  5.0, 962.8,1002.8, 4, 0.0,1983-08-27
6448,28537,1983,8,28,15,1983,8,28,18,8,20,4,20,69,0,10, 8, 8, 1, 2, 0, 0, 600,1,  , 8,80,135, 2,0, 2,0,   0.5,  8.0,  8.0,  8.0, 12.0,  8.0,  7.9,  7.3,0,  7.9,  7.9, 11.5,  8.0, 9.70,1.0, 92,   0.90,1.0,  6.5, 961.6,1001.7, 7, 1.1,1983-08-28
6449,28537,1983,8,29,15,1983,8,29,18,8,20,4,20,82,1,12,12, 0, 0, 2, 0, 0, 400,1,  , 8,80,270, 8,0,10,0,   2.5,  7.0,  7.0,  7.0, 13.0,  7.0,  7.2,  6.4,0,  7.1,  7.1,  9.0,  7.3, 9.00,1.0, 88,   1.20,1.0,  5.5, 968.1,1008.6, 2, 3.0,1983-08-29
6450,28537,1983,8,30,15,1983,8,30,18,8,20,4,20,70,0,10, 0, 8, 1, 0, 0, 0,    ,0,  , 8,21,160, 1,0, 2,0,   1.3,  9.0,  9.0,  8.0, 10.0,  9.0,  8.0,  7.4,0,  7.9,  7.9,  9.4,  8.1, 9.80,1.0, 92,   0.90,1.0,  6.7, 971.7,1012.2, 7, 0.4,1983-08-30
6451,28537,1983,8,31,15,1983,8,31,18,8,20,4,20,82,1, 6, 3, 0, 1, 0, 2, 0, 600,1,  , 2, 2,270, 3,0, 5,0,   0.0, 10.0, 10.0, 10.0, 16.0, 10.0, 10.5,  7.3,0, 10.6, 10.6, 12.6, 10.6, 7.80,1.0, 61,   4.90,1.0,  3.4, 972.2,1012.4, 7, 0.1,1983-08-31
6452,28537,1983,9,1,15,1983,9,1,18,8,20,4,20,80,0,12, 6, 1, 1, 2, 0, 0, 400,1,  , 8,80,200, 3,0, 5,0,   8.4,  7.0,  7.0,  7.0, 10.0,  7.0,  7.4,  7.0,0,  7.5,  7.4, 10.4,  7.5, 9.70,1.0, 94,   0.60,1.0,  6.5, 960.1,1000.3, 6, 0.4,1983-09-01
6453,28537,1983,9,2,15,1983,9,2,18,8,20,4,20,62,0,10,10, 8, 8, 2, 0, 0, 500,1,  , 8,80,270, 4,0, 5,0,   0.4,  6.0,  6.0,  6.0, 11.0,  6.0,  6.8,  6.2,0,  6.9,  6.2,  8.1,  6.7, 9.00,1.0, 91,   0.90,1.0,  5.5, 961.6,1001.8, 7, 0.1,1983-09-02
6454,28537,1983,9,3,15,1983,9,3,18,8,20,4,20,82,1,12,12, 0, 0, 0, 2, 0, 500,1,  , 2, 2,315, 2,0, 4,0,   0.0,  6.0,  6.0,  6.0, 14.0,  6.0,  6.5,  4.3,0,  6.5,  6.5,  9.1,  6.7, 6.50,1.0, 68,   3.10,1.0,  0.9, 971.3,1012.1, 2, 1.2,1983-09-03
6455,28537,1983,9,4,15,1983,9,4,18,8,20,4,20,62,0,10,10, 8, 8, 2, 0, 0, 400,1,  , 8,81,225, 2,0, 3,0,   3.7,  7.0,  7.0,  7.0,  8.0,  7.0,  7.6,  7.3,0,  7.6,  7.3,  8.0,  7.7,10.00,1.0, 96,   0.40,1.0,  7.0, 966.9,1007.2, 7, 1.6,1983-09-04
6456,28537,1983,9,5,15,1983,9,5,18,8,20,4,20,82,1,10,10, 8, 8, 2, 0, 0, 600,1,  , 2, 2,290, 3,0, 5,0,   0.0,  6.0,  6.0,  5.0,  7.0,  6.0,  5.4,  4.5,0,  5.6,  5.4,  6.7,  5.6, 7.70,1.0, 86,   1.30,1.0,  3.2, 971.5,1012.5, 2, 0.9,1983-09-05
6457,28537,1983,9,6,15,1983,9,6,18,8,20,4,20,77,0, 6, 4, 0, 1, 0, 2, 0, 700,1,  , 2, 2,290, 2,0, 3,0,   0.0,  8.0,  8.0,  8.0, 16.0,  8.0,  9.5,  7.0,0,  9.5,  9.5, 12.5,  9.6, 8.00,1.0, 67,   3.90,1.0,  3.8, 970.4,1010.7, 2, 0.1,1983-09-06
6458,28537,1983,9,7,15,1983,9,7,18,8,20,4,20,82,1, 1, 0, 0, 1, 0, 0, 0,    ,0,  , 1, 1,  0, 0,0, 0,0,   0.0,  6.0,  6.0,  6.0, 14.0,  6.0,  8.3,  7.0,0,  8.3,  8.3, 10.3,  8.4, 9.00,1.0, 82,   1.90,1.0,  5.5, 975.5,1016.2, 2, 1.2,1983-09-07
